100.72,106.234,107.246,110.166,107.404,102.936,107.178,112.752,108.21,109.114,104.779,106.894,112.892,113.149,116.319,120.744,119.562,124.806,127.381,127.458,125.117,135.52,139.105,143.364,144.303,147.72,147.517,158.73,164.699,162.377,151.209,150.799,142.707,139.758,137.589,140.746,148.861,149.717,159.856,146.829,132.793,130.445,131.798,139.804,144.382,146.118,142.79,148.091,151.263,137.47
99.8715,104.704,108.138,107.871,112.688,109.716,108.099,112.428,116.349,115.68,110.247,108.368,110.314,109.8,104.008,99.0198,100.838,102.241,106.231,99.4983,96.0455,93.9563,92.3754,95.2727,97.4211,94.4976,94.8331,91.0523,90.208,87.7543,88.0892,84.7837,86.7451,85.3869,80.8929,81.2736,81.2906,80.3258,78.5008,75.7574,70.6656,69.6952,66.8917,66.6869,66.1064,63.1225,64.3919,63.0509,66.6139,68.2432
100.866,96.329,97.0514,94.714,94.4914,95.8151,101.004,102.889,109.127,111.383,112.234,120.46,135.18,136.467,145.15,150.762,150.651,148.624,140.707,135.513,138.251,142.669,137.805,143.224,140.952,143.696,147.723,145.818,150.653,145.032,139.918,144.126,146.414,152.521,148.08,146.791,142.345,141.144,139.947,134.281,131.371,134.869,136.058,145.604,132.563,131.302,130.953,133.995,133.075,137.604
98.0124,98.4298,100.574,97.4102,95.0803,92.0074,97.4461,95.8758,92.1073,87.1865,91.2103,89.4222,85.5889,85.9259,89.5239,90.3643,89.7781,88.1338,93.0698,88.8764,86.6671,90.5954,94.2127,95.8538,98.1202,102.1,105.028,100.97,95.7644,95.5248,96.7612,96.0456,99.2225,94.1506,97.8979,93.299,96.4536,100.372,98.6808,100.607,99.6393,103.817,102.465,105.051,104.518,101.175,101.71,98.5065,97.1606,97.5461
96.5631,94.2001,94.4184,89.2248,84.9811,85.0078,84.3294,85.316,83.8278,84.3733,85.5256,86.2921,84.5901,82.352,81.0164,78.3763,78.0756,81.0583,83.3171,84.3216,82.1181,86.7614,89.5959,91.8364,94.8668,94.0113,96.0639,95.8142,96.2377,96.9816,93.4855,92.5126,92.1606,92.9524,93.7755,89.8051,90.2782,93.3394,91.2371,97.4608,93.8006,97.3732,95.2103,94.3902,86.7118,89.3429,93.3085,93.5753,99.3328,95.0114
99.7943,94.8993,95.5587,98.8356,99.6331,105.196,106.96,108.66,110.617,109.903,107.825,105.469,105.364,104.345,105.703,101.713,98.8551,100.481,101.338,105.668,106.051,101.164,98.6711,99.7356,96.3852,98.339,91.1207,90.7237,89.4633,91.7205,90.9585,84.7793,88.4605,87.0505,86.1063,87.1772,85.2239,86.6403,89.7141,88.5264,86.1662,86.6336,85.6198,90.8099,86.1823,80.146,76.9522,76.356,76.9988,71.3401
96.2381,93.5452,93.2632,96.2373,98.2675,92.698,92.3151,95.9612,92.2121,86.7382,87.5743,85.5607,88.6515,90.6383,92.6095,95.6715,97.0292,98.0197,103.643,100.058,101.977,104.225,104.045,105.372,105.884,106.798,108.591,101.718,104.792,106.278,105.275,109.08,104.884,105.819,104.646,100.543,97.5805,91.6441,94.2571,95.0373,96.0478,85.1261,86.9325,88.6522,88.6805,88.3627,86.2659,87.7108,85.4727,87.0486
100.354,102.747,101.24,103.321,94.025,92.8696,88.5134,90.0118,93.0076,96.7742,92.8828,91.4888,86.8643,85.4417,86.6965,82.106,79.6434,78.3318,76.5176,75.7159,75.1167,73.6302,73.3498,74.1203,73.3733,71.5618,66.8035,67.7583,70.8691,71.878,69.6835,69.9958,69.6849,70.5492,70.5528,69.6313,64.7855,64.4181,64.9052,59.1617,60.3795,63.4962,64.7248,64.5295,65.7929,68.2924,65.4352,65.3512,64.6825,63.4094
96.7884,99.0452,106.026,108.114,114.318,110.616,111.648,109.95,109.535,104.046,104.255,108.638,110.07,103.541,106.208,106.953,104.318,102.029,99.7263,101.286,95.6679,91.7921,90.3195,91.2139,92.1685,94.763,94.6906,93.5078,91.7767,90.9137,91.462,92.5103,96.2083,97.1037,98.7046,98.3066,98.5262,99.4685,93.1198,90.494,98.5472,101.239,103.607,100.607,101.505,105.388,100.674,102.787,111.541,110.901
96.273,96.1736,93.2787,94.6504,92.5859,93.4436,95.9992,90.6381,93.9445,95.4791,97.7604,102.851,101.27,105.353,104.804,105.514,105.334,105.391,104.179,108.846,106.126,101.878,99.8076,93.8147,92.8671,96.3323,95.1472,92.7576,95.2807,99.7946,100.883,101.44,101.916,104.455,104.245,105.327,101.685,98.2209,94.5747,98.0967,102.137,104.586,103.671,111.293,114.526,118.88,112.272,112.805,111.74,117.3
101.724,99.6933,97.531,99.4761,102.813,101.144,102.333,103.795,106.685,104.865,106.14,112.033,108.554,109.605,105.977,104.014,99.2067,100.639,98.5482,96.5501,92.7199,92.5594,94.3539,91.9689,93.9972,93.8854,96.7131,95.9336,93.7291,95.5951,93.2108,92.1317,90.1287,91.1373,91.5038,91.5998,92.5241,89.518,87.6858,91.0571,92.0473,93.4884,98.5129,96.0116,88.3733,89.3503,85.1363,82.5947,89.3718,92.296
104.853,108.172,109.976,108.77,109.632,107.072,110.995,112.764,113.989,111.066,109.07,109.611,109.437,109.84,106.456,106.814,108.081,103.272,103.079,102.327,107.502,107.013,114.444,118.519,122.214,120.097,125.393,132.644,130.506,129.981,127.689,122.858,119.917,120.586,120.524,118.68,126.941,130.273,131.099,139.136,144.524,145.671,143.485,135.877,131.989,139.876,139.111,147.845,146.225,154.586
92.5293,94.6379,92.5854,94.8368,93.642,92.8241,91.8701,92.3225,93.9824,88.8306,91.5353,92.2572,97.0737,97.116,99.7677,97.8333,99.6371,95.9525,91.94,90.1552,86.3624,85.8188,78.9201,81.4526,78.1607,77.5617,82.4908,75.2502,73.7464,73.8835,71.5129,72.5018,74.7504,73.0277,76.574,78.141,84.8545,84.3517,84.4465,82.9924,79.7009,79.4585,81.4274,86.0434,83.275,83.2745,82.5868,80.9575,79.0495,78.7836
102.141,100.462,104.839,99.4331,103.056,107.092,115.835,114.132,120.445,116.932,119.837,114.542,115.083,117.565,121.029,123.646,128.12,131.355,131.811,128.881,128.022,124.744,122.619,124.459,122.911,126.482,126.531,136.12,133.716,134.687,135.193,137.203,136.767,146.147,154.905,148.688,148.233,139.723,145.236,141.487,143.043,139.173,129.747,130.934,127.989,129.072,131.943,133.301,136.369,144.852
95.9994,103.618,107.303,108.729,112.521,117.159,121.321,125.957,127.931,127.82,133.115,137.375,143.13,142.364,146.772,147.707,139.594,135.379,131.715,125.179,125.222,129.438,129.688,120.829,125.96,127.221,128.06,128.032,129.762,129.01,117.86,112.615,117.148,114.566,114.736,114.012,108.542,106.534,103.716,105.362,104.962,101.347,100.086,101.69,104.14,105.938,103.514,104.171,105.271,107.094
98.8833,99.8567,102.246,97.5223,99.9076,104.114,104.226,101.616,105.105,103.007,99.6258,100.192,99.895,104.198,103.733,103.347,100.391,100.223,96.1252,101.467,96.1161,90.2575,91.384,89.4779,93.4551,98.8297,96.9233,93.8252,98.5278,105.187,106.702,107.423,106.452,108.001,113.042,109.101,112.095,113.759,118.112,116.41,119.755,120.857,124.84,127.45,127.13,123.076,121.922,121.743,117.725,108.259
96.7139,106.112,107.103,105.542,102.833,103.78,106.552,106.287,103.204,108.338,106.191,103.892,104.925,105.095,101.639,100.197,104.09,104.7,106.987,107.836,106.238,106.508,103.641,98.7428,99.3399,107.136,105.09,94.082,98.4804,97.3698,102.121,101.421,103.665,101.435,100.516,91.2811,88.7036,84.7741,87.6301,93.4771,86.1208,88.4067,82.6943,81.6428,83.3822,81.659,76.5225,77.3192,74.0751,78.8542
99.6108,97.9233,94.602,93.6402,92.2585,92.8078,89.3231,89.3605,91.6021,88.3953,87.5675,88.2616,81.3776,81.7118,82.3089,85.7901,86.5601,86.8465,89.8737,88.5102,83.289,87.6726,86.0711,84.9615,93.3259,95.7054,90.2007,90.1857,93.6301,97.1635,96.5211,96.2209,97.4632,102.537,100.085,96.9586,97.5816,97.0868,95.9231,94.6658,98.092,97.6396,99.7398,102.628,99.5511,100.945,100.847,99.4753,100.691,99.7828
102.246,99.246,99.0127,97.2537,97.4799,101.878,104.458,103.406,95.5527,94.7252,95.9626,96.5096,93.714,91.2502,89.2152,91.6817,92.1235,91.415,87.2428,87.2992,85.6293,86.505,86.6034,85.2005,80.2819,83.7079,82.2541,81.9407,78.7057,77.4344,80.6336,83.7465,84.8571,81.978,78.4658,83.3448,83.8247,87.3638,83.7392,86.5342,89.4249,91.6589,90.1932,87.5596,91.2094,87.458,82.2835,84.0768,80.133,79.2635
98.1634,101.168,97.9854,96.9259,94.5385,96.7508,100.9,98.0597,100.525,101.792,97.5831,95.9925,99.634,96.1623,99.3289,101.79,103.887,111.939,113.437,105.466,110.379,105.822,104.384,105.815,99.5179,98.8891,99.2365,97.7233,102.945,101.572,103.554,101.613,96.4878,103.706,103.696,102.366,101,94.5634,94.6794,93.3031,97.2995,94.0306,91.2632,83.6962,83.2169,86.774,84.423,83.7686,82.8059,80.6483
95.4583,94.7869,96.6463,98.2484,100.145,98.5882,99.3087,102.663,105.41,104.081,103.991,99.6343,100.656,100.985,103.536,101.871,103.527,105.342,104.24,106.791,102.032,103.753,104.213,105.601,108.843,115.588,106.793,105.639,104.458,101.552,106.052,112.249,111.557,109.777,114.991,119.476,117.121,122.186,120.024,115.875,114.172,118.557,115.476,115.187,112.217,113.222,114.49,114.921,116.42,115.544
104.296,105.449,102.785,101.067,103.775,103.681,106.319,105.541,114.868,113.573,113.486,108.348,106.233,111.445,105.173,101.959,106.549,108.314,100.312,102.272,99.2706,100.423,102.386,103.109,103.941,107.678,109.361,107.835,110.037,108.49,113.017,116.268,117.492,128.273,125.502,126.578,128.153,132.938,130.485,132.264,126.854,130.352,134.057,125.265,121.955,118.912,119.182,122.394,124.076,113.723
101.219,94.9037,92.2099,92.8063,92.306,92.2016,94.8182,95.4471,93.2859,97.3732,97.8472,105.511,109.652,112.455,112.749,111.73,112.555,113.837,115.987,113.673,117.295,123.472,118.827,126.491,126.512,132.686,134.567,126.136,125.461,125.618,130.11,131.055,125.657,120.492,114.089,117.191,122.949,111.703,109.292,108.317,111.451,111.387,113.18,111.104,110.493,111.429,117.14,116.029,114.998,115.737
